id,x,y,width,height,metadata,group1,group2
Mega_Land_28,3253.714844,2365.778809,25.0001144,24.9999619,matrix(0.0932637 -0.9956415 0.9956415 0.0932637 593.6825562 5408.4506836),Entertainment_District_Mega,Mega_Land
Mega_Land_29,3293.064697,2015.10083,24.9998264,25.00033,matrix(0.8029562 -0.596038 0.596038 0.8029562 -557.1862793 2369.7685547),Entertainment_District_Mega,Mega_Land
Mega_Land_30,4351.148926,614.6604614,25.0010414,24.9996052,matrix(0.5330816 -0.8460639 0.8460639 0.5330816 1506.8505859 3984.7585449),Entertainment_District_Mega,Mega_Land
Mega_Land_31,3733.800537,375.0264587,24.9996185,25,matrix(0.9964095 -0.0846641 0.0846641 0.9964095 -19.3586731 318.5685425),Entertainment_District_Mega,Mega_Land
Mega_Land_32,3824.765381,1146.532593,25.0015793,25.0007286,matrix(0.3987701 -0.9170509 0.9170509 0.3987701 1244.1867676 4215.8134766),Entertainment_District_Mega,Mega_Land
Mega_Land_33,3282.572754,2470.042725,25.0005436,24.9999161,matrix(0.7668478 -0.641829 0.641829 0.7668478 -825.1143188 2693.6835938),Entertainment_District_Mega,Mega_Land
Mega_Land_34,3298.618897,2489.213623,25.0007458,25.000721,matrix(0.7668399 -0.6418385 0.6418385 0.7668399 -833.6752319 2708.5036621),Entertainment_District_Mega,Mega_Land
Mega_Land_35,3263.402344,2486.088623,24.9997025,25.0003681,matrix(0.7668217 -0.6418601 0.6418601 0.7668217 -839.8753662 2685.2873535),Entertainment_District_Mega,Mega_Land
Mega_Land_36,3279.448242,2505.26001,24.9995327,24.9999161,matrix(0.7668572 -0.6418177 0.6418177 0.7668572 -848.4490356 2699.8283691),Entertainment_District_Mega,Mega_Land
Mega_Land_37,3132.069824,2555.046875,25.0003757,24.9996758,matrix(0.9596636 -0.2811507 0.2811507 0.9596636 -595.0270386 987.6636353),Entertainment_District_Mega,Mega_Land
Mega_Land_38,3139.098389,2579.03833,25.0004234,25.0004215,matrix(0.959669 -0.2811323 0.2811323 0.959669 -601.4581299 990.5354004),Entertainment_District_Mega,Mega_Land
Mega_Land_39,3108.078613,2562.07544,24.9996338,25.0002537,matrix(0.9596528 -0.2811876 0.2811876 0.9596528 -598.0321655 981.3446655),Entertainment_District_Mega,Mega_Land
Mega_Land_40,3115.107422,2586.067383,24.9993229,24.9996624,matrix(0.9596728 -0.2811193 0.2811193 0.9596728 -604.3798218 984.0234985),Entertainment_District_Mega,Mega_Land
Mega_Land_41,2946.030762,2522.604004,25.0000763,25.0000763,matrix(0.7071066 -0.7071069 0.7071069 0.7071066 -926.055603 2834.5124512),Entertainment_District_Mega,Mega_Land
Mega_Land_42,3068.080811,2398.118652,24.999876,24.99963,matrix(0.999917 -0.0128882 0.0128882 0.999917 -30.8127136 39.9034157),Entertainment_District_Mega,Mega_Land
Mega_Land_43,2945.122803,2286.505615,24.9997082,25.0000038,matrix(0.5720392 -0.8202263 0.8202263 0.5720392 -619.9581299 3409.8041992),Entertainment_District_Mega,Mega_Land
Mega_Land_44,3409.812256,2310.870606,25.0001469,24.9997272,matrix(0.5420634 -0.8403376 0.8403376 0.5420634 -385.2133789 3939.8540039),Entertainment_District_Mega,Mega_Land
Mega_Land_45,3423.363525,2289.861816,24.9999371,24.999588,matrix(0.5420431 -0.8403507 0.8403507 0.5420431 -361.3138123 3941.7126465),Entertainment_District_Mega,Mega_Land
Mega_Land_46,3430.820557,2324.421875,25.0001011,24.9999638,matrix(0.5420342 -0.8403564 0.8403564 0.5420342 -386.9242859 3963.8469238),Entertainment_District_Mega,Mega_Land
Mega_Land_47,3444.371826,2303.413086,25.0001469,24.9999981,matrix(0.5420629 -0.8403379 0.8403379 0.5420629 -363.119751 3965.4829102),Entertainment_District_Mega,Mega_Land
Mega_Land_48,3392.53125,2232.433594,24.9998188,24.9993,matrix(0.5420314 -0.8403583 0.8403583 0.5420314 -327.1508484 3889.5549316),Entertainment_District_Mega,Mega_Land
Mega_Land_49,3413.539307,2245.984619,25.0003643,25.0003643,matrix(0.5420318 -0.840358 0.840358 0.5420318 -328.9186707 3913.4138184),Entertainment_District_Mega,Mega_Land
Mega_Land_50,3334.159912,2320.451172,25.0001163,24.9997673,matrix(0.5420601 -0.8403397 0.8403397 0.5420601 -427.9022217 3880.6826172),Entertainment_District_Mega,Mega_Land
Mega_Land_51,3347.711182,2299.442383,24.9999104,24.9996338,matrix(0.5420437 -0.8403503 0.8403503 0.5420437 -404.0116577 3882.5227051),Entertainment_District_Mega,Mega_Land
Mega_Land_52,3355.168213,2334.002441,25.0001163,24.9999046,matrix(0.5420349 -0.840356 0.840356 0.5420349 -429.6227417 3904.6564941),Entertainment_District_Mega,Mega_Land
Mega_Land_53,3368.719482,2312.993652,25.000124,24.9999084,matrix(0.5420601 -0.8403397 0.8403397 0.5420601 -405.8093567 3906.3093262),Entertainment_District_Mega,Mega_Land
Mega_Land_54,3326.565674,2225.657471,25.0002079,25.0000114,matrix(0.5420437 -0.8403503 0.8403503 0.5420437 -351.6902771 3830.9631348),Entertainment_District_Mega,Mega_Land
Mega_Land_55,3334.047119,2260.217529,25.0003452,25.0003471,matrix(0.5420347 -0.8403561 0.8403561 0.5420347 -377.2896423 3853.1174316),Entertainment_District_Mega,Mega_Land
Mega_Land_56,3313.150635,2246.717529,25.0003452,25.0003471,matrix(0.5420347 -0.8403561 0.8403561 0.5420347 -375.5147095 3829.3745117),Entertainment_District_Mega,Mega_Land
Mega_Land_57,3347.598877,2239.20874,25.000391,25.0003757,matrix(0.5420883 -0.8403215 0.8403215 0.5420883 -353.5309143 3854.6474609),Entertainment_District_Mega,Mega_Land
Mega_Land_58,3543.351318,1878.897827,24.9997921,25.0002556,matrix(0.7779204 -0.6283629 0.6283629 0.7779204 -398.8020935 2654.4060059),Entertainment_District_Mega,Mega_Land
Mega_Land_59,3562.799072,1863.188599,25.0005417,24.9999466,matrix(0.777917 -0.6283671 0.6283671 0.777917 -384.607666 2663.1589355),Entertainment_District_Mega,Mega_Land
Mega_Land_60,3614.406738,1892.948853,24.9995441,25.0002575,matrix(0.7790153 -0.6270049 0.6270049 0.7790153 -393.2350464 2695.1630859),Entertainment_District_Mega,Mega_Land
Mega_Land_61,3598.73169,1873.473633,24.9993515,24.9997635,matrix(0.7790269 -0.6269905 0.6269905 0.7790269 -384.5024414 2680.9572754),Entertainment_District_Mega,Mega_Land
Mega_Land_62,4630.204102,2435.585449,25.0010109,24.9990616,matrix(0.0010559 -0.9999995 0.9999995 0.0010559 2189.7189941 7088.2021484),Entertainment_District_Mega,Mega_Land
Mega_Land_63,4605.205078,2435.559326,25.0004635,25.0009613,,Entertainment_District_Mega,Mega_Land
Mega_Land_64,3402.30249,2514.808838,24.9993362,24.9988823,matrix(0.9345624 -0.3557993 0.3557993 0.9345624 -675.7579346 1380.3651123),Entertainment_District_Mega,Mega_Land
Mega_Land_65,3425.683106,2505.900635,25.0000134,24.9997139,matrix(0.9346004 -0.3556995 0.3556995 0.9346004 -670.9378662 1387.6623535),Entertainment_District_Mega,Mega_Land
Mega_Land_66,3488.993408,2608.168701,25.000433,25.0001831,matrix(0.0038081 -0.9999927 0.9999927 0.0038081 867.5097046 6112.1572266),Entertainment_District_Mega,Mega_Land
Mega_Land_67,3513.993408,2608.264893,24.9999294,24.9996834,matrix(0.003888 -0.9999924 0.9999924 0.003888 892.0375366 6137.0419922),Entertainment_District_Mega,Mega_Land
Mega_Land_68,3516.952881,1899.37207,25.0012646,24.9997368,matrix(0.7782061 -0.628009 0.628009 0.7782061 -417.8614502 2640.5700684),Entertainment_District_Mega,Mega_Land
Mega_Land_69,3501.174805,1879.850464,25.0002327,24.9995117,matrix(0.778396 -0.6277735 0.6277735 0.778396 -409.3231201 2625.1442871),Entertainment_District_Mega,Mega_Land
Mega_Land_70,4623.354492,1825.315308,25.001173,24.9993019,matrix(0.9876048 -0.156961 0.156961 0.9876048 -231.0028839 750.4283447),Entertainment_District_Mega,Mega_Land
Mega_Land_71,4598.699707,1829.289185,24.9981918,24.9983368,matrix(0.9875999 -0.1569917 0.1569917 0.9875999 -231.9662781 746.7583008),Entertainment_District_Mega,Mega_Land
Mega_Land_72,2945.593506,2379.457764,25.0023155,25.0000706,matrix(0.1657525 -0.9861674 0.9861674 0.1657525 108.9123535 4912.6611328),Entertainment_District_Mega,Mega_Land
Mega_Land_73,2941.510742,2404.095215,24.9989223,24.9994965,matrix(0.165783 -0.9861622 0.9861622 0.165783 81.1306152 4929.0976562),Entertainment_District_Mega,Mega_Land
Mega_Land_74,4058.324463,1299.786621,25.0001373,25.0004177,matrix(0.5604137 -0.8282129 0.8282129 0.5604137 702.6260376 3948.3725586),Entertainment_District_Mega,Mega_Land
Mega_Land_75,4079.030273,1313.797363,24.9997234,25.0001373,matrix(0.5604276 -0.8282034 0.8282034 0.5604276 700.0796509 3971.6228027),Entertainment_District_Mega,Mega_Land
Mega_Land_76,2400.459717,3177.588379,24.9995632,24.9994965,matrix(0.3043069 -0.9525741 0.9525741 0.3043069 -1360.1158447 4517.8452148),Education_District_Mega,Mega_Land
Mega_Land_77,2713.023438,3489.796875,25.0004864,25.0000381,matrix(0.9999985 -0.00172 0.00172 0.9999985 -6.0199103 4.6930742),Education_District_Mega,Mega_Land
Mega_Land_78,2712.980225,3464.797852,25.0000381,24.9990883,matrix(0.9999985 -0.00174 0.00174 0.9999985 -6.0463624 4.7475924),Education_District_Mega,Mega_Land
Mega_Land_79,2674.137451,3753.385254,25.0005722,24.9990616,matrix(0.6317934 -0.7751368 0.7751368 0.6317934 -1929.8381348 3469.1352539),Education_District_Mega,Mega_Land
Mega_Land_80,2019.3573,4705.944824,25.0005493,24.9993534,matrix(0.4545045 -0.8907444 0.8907444 0.4545045 -3094.559082 4383.7563477),Education_District_Mega,Mega_Land
Mega_Land_81,2192.636475,3977.65918,25.0000267,25.0008202,matrix(0.3655182 -0.9308042 0.9308042 0.3655182 -2314.9382324 4584.2338867),Education_District_Mega,Mega_Land
Mega_Land_82,2534.346436,4019.844238,24.9992409,25.0000019,matrix(0.3574253 -0.9339417 0.9339417 0.3574253 -2129.4355469 4969.6879883),Education_District_Mega,Mega_Land
Mega_Land_83,2708.043213,4307.09375,24.9992657,25.0003319,matrix(0.9996422 -0.0267494 0.0267494 0.9996422 -114.5730972 74.3185959),Education_District_Mega,Mega_Land
Mega_Land_84,2219.404053,4356.291504,24.9993362,24.9996243,matrix(0.8363048 -0.5482648 0.5482648 0.8363048 -2029.9025879 1938.8244629),Education_District_Mega,Mega_Land
Mega_Land_85,1972.295776,4383.999512,25.0005932,24.9977818,matrix(0.9879616 -0.1546989 0.1546989 0.9879616 -656.2398682 359.9723206),Education_District_Mega,Mega_Land
Mega_Land_86,2093.752441,3734.593018,25.0004044,24.9987392,matrix(0.854567 -0.5193412 0.5193412 0.854567 -1639.7006836 1638.8145752),Education_District_Mega,Mega_Land
Mega_Land_87,2738.023926,3489.753906,25.000061,25.0000362,matrix(0.9999985 -0.0017188 0.0017188 0.9999985 -6.0156021 4.7327666),Education_District_Mega,Mega_Land
Mega_Land_88,2737.980225,3464.753906,25.0000114,25.0000381,matrix(0.9999985 -0.001738 0.001738 0.9999985 -6.0393043 4.7855792),Education_District_Mega,Mega_Land
Mega_Land_89,2595.275391,2966.800293,25.0000744,25.0000706,matrix(0.9999971 -0.002384 0.002384 0.9999971 -7.095221 6.2253852),Education_District_Mega,Mega_Land
Mega_Land_90,2595.335693,2991.800293,25.0000744,25.0000725,matrix(0.9999971 -0.0024 0.0024 0.9999971 -7.2027893 6.2674398),Education_District_Mega,Mega_Land
Mega_Land_91,2570.275147,2966.859863,25.0005684,25.0000744,matrix(0.9999971 -0.002404 0.002404 0.9999971 -7.1548972 6.2175832),Education_District_Mega,Mega_Land
Mega_Land_92,2570.334717,2991.859863,25.0010681,25.0000725,matrix(0.9999971 -0.0024 0.0024 0.9999971 -7.2030044 6.2074389),Education_District_Mega,Mega_Land
Mega_Land_93,2672.638184,3177.249023,25,25,,Education_District_Mega,Mega_Land
Mega_Land_94,2744.082031,3256.896484,25,25,,Education_District_Mega,Mega_Land
Mega_Land_95,2028.143677,3381.574463,25,25.0014324,matrix(0.7440096 -0.668169 0.668169 0.7440096 -1745.430542 2232.3457031),Education_District_Mega,Mega_Land
Mega_Land_96,2501.293213,3719.716065,25.0000572,24.9991455,matrix(0.8905688 -0.4548486 0.4548486 0.8905688 -1422.5054932 1551.81604),Education_District_Mega,Mega_Land
Mega_Land_97,2326.974121,4940.232422,24.9991779,25.0003605,matrix(0.2336859 -0.9723122 0.9723122 0.2336859 -3022.8305664 6070.0473633),Education_District_Mega,Mega_Land
Mega_Land_98,1736.624023,4571.82666,24.9999161,24.9992695,matrix(0.8887483 -0.4583955 0.4583955 0.8887483 -1906.8415527 1311.8046875),Education_District_Mega,Mega_Land
Mega_Land_99,1764.450684,3778.514648,24.9999065,24.9998531,matrix(0.9673114 -0.2535914 0.2535914 0.9673114 -903.2828369 574.5422974),Education_District_Mega,Mega_Land
Mega_Land_100,1782.019287,3636.381348,24.9994678,25.000124,matrix(0.0231978 -0.9997309 0.9997309 0.0231978 -1895.0092773 5358.2714844),Education_District_Mega,Mega_Land
Mega_Land_101,2051.797607,4273.855957,24.9999523,25.0000916,matrix(0.3018493 -0.9533557 0.9533557 0.3018493 -2645.2312012 4960.5322266),Education_District_Mega,Mega_Land
Mega_Land_102,2687.98584,4567.908691,25.000658,24.9999237,matrix(0.3251371 -0.9456669 0.9456669 0.3251371 -2509.0830078 5644.9082031),Education_District_Mega,Mega_Land
Mega_Land_103,1586.377075,4014.105713,25.0001736,24.9996414,matrix(0.6717762 -0.7407541 0.7407541 0.6717762 -2457.9350586 2506.0024414),Education_District_Mega,Mega_Land
Mega_Land_104,2489.755127,5043.602539,24.9993935,24.9999237,matrix(0.5309431 -0.8474075 0.8474075 0.5309431 -3110.8791504 4492.0292969),Education_District_Mega,Mega_Land
Mega_Land_105,2753.647217,4758.384766,24.9995136,24.9988194,matrix(0.9153267 -0.4027121 0.4027121 0.9153267 -1687.0739746 1517.9272461),Education_District_Mega,Mega_Land
Mega_Land_106,2764.268555,3664.802246,24.9994564,24.9995117,matrix(0.9523309 -0.3050669 0.3050669 0.9523309 -989.4571533 1022.3936157),Education_District_Mega,Mega_Land
Mega_Land_107,2507.278565,4704.760254,24.9983864,25.0004578,matrix(0.7507294 -0.6606098 0.6606098 0.7507294 -2488.1623535 2840.4645996),Education_District_Mega,Mega_Land
Mega_Land_108,1487.0802,4114.179199,24.999218,25.0003452,matrix(0.9879999 -0.1544547 0.1544547 0.9879999 -619.3899536 281.1378784),Education_District_Mega,Mega_Land
Mega_Land_109,2254.457031,4500.693359,24.9995956,25.0003777,matrix(0.5874733 -0.8092436 0.8092436 0.5874733 -2717.0927734 3696.333252),Education_District_Mega,Mega_Land
Mega_Land_110,2737.745361,3132.946777,24.9996052,25.0005302,matrix(0.9999967 -0.002556 0.002556 0.9999967 -8.0309134 7.0400195),Education_District_Mega,Mega_Land
Mega_Land_111,2712.74585,3133.011231,24.9995804,24.9985828,matrix(0.9999966 -0.0025963 0.0025963 0.9999966 -8.1573496 7.0860224),Education_District_Mega,Mega_Land
Mega_Land_112,2569.230957,3122.276611,24.9995899,24.9988213,matrix(0.0100769 -0.9999492 0.9999492 0.0100769 -578.9018555 5684.7871094),Education_District_Mega,Mega_Land
Mega_Land_113,2510.086426,3067.250488,25.0007057,25.0015984,matrix(0.5976642 -0.8017465 0.8017465 0.5976642 -1454.2529297 3261.5693359),Education_District_Mega,Mega_Land
Mega_Land_114,2525.028565,3047.205811,24.9998741,25.0009747,matrix(0.5977687 -0.8016686 0.8016686 0.5977687 -1432.1971436 3264.967041),Education_District_Mega,Mega_Land
Mega_Land_115,2502.326416,3161.144043,25.0009804,25.0002708,matrix(0.7135231 -0.7006317 0.7006317 0.7135231 -1503.1159668 2671.1433105),Education_District_Mega,Mega_Land
Mega_Land_116,2595.724854,3212.302734,25.0004578,25.0000095,,Education_District_Mega,Mega_Land
Mega_Land_117,2595.704834,3237.302734,25.0005074,25.0000076,,Education_District_Mega,Mega_Land
Mega_Land_118,2570.725342,3212.283203,24.9995575,25.0000076,,Education_District_Mega,Mega_Land
Mega_Land_119,2570.706299,3237.283203,24.9988079,25.0000076,,Education_District_Mega,Mega_Land
Mega_Land_120,2426.067383,3868.376709,25.0005417,24.9993248,matrix(0.9669207 -0.2550772 0.2550772 0.9669207 -909.2568359 750.3996582),Education_District_Mega,Mega_Land
Mega_Land_121,2419.375,3838.405762,25.000267,25.0002613,matrix(0.9768631 -0.2138655 0.2138655 0.9768631 -767.3099976 609.1922607),Education_District_Mega,Mega_Land
Mega_Land_122,2775.585693,3366.50293,25.0012016,24.9990005,,Education_District_Mega,Mega_Land
Mega_Land_123,2462.648193,3453.029785,25.0008278,25.0006275,matrix(0.3343393 -0.9424528 0.9424528 0.3343393 -1618.4891357 4639.578125),Education_District_Mega,Mega_Land
Mega_Land_124,2454.290283,3476.591309,24.9993305,25.0000877,matrix(0.334381 -0.942438 0.942438 0.334381 -1646.3099365 4647.2021484),Education_District_Mega,Mega_Land
Mega_Land_125,2439.087891,3444.670654,24.9994621,24.9996281,matrix(0.3343506 -0.9424488 0.9424488 0.3343506 -1626.3081055 4611.7592773),Education_District_Mega,Mega_Land
Mega_Land_126,2430.72876,3468.231934,25.0005302,24.9996967,matrix(0.3343289 -0.9424564 0.9424564 0.3343289 -1654.0511475 4619.659668),Education_District_Mega,Mega_Land
Mega_Land_127,2602.084229,3494.082764,25.0002346,25.0014782,matrix(0.9982993 -0.0582965 0.0582965 0.9982993 -199.9748077 158.3845978),Education_District_Mega,Mega_Land
Mega_Land_128,2577.125977,3495.540283,25.0007744,25.0000057,matrix(0.9983026 -0.0582406 0.0582406 0.9983026 -199.9148407 156.7761688),Education_District_Mega,Mega_Land
Mega_Land_129,2374.29126,3469.336182,24.9979763,24.9997749,matrix(0.4881317 -0.87277 0.87277 0.4881317 -1817.119873 3865.3603516),Education_District_Mega,Mega_Land
Mega_Land_130,2352.469971,3457.133789,25.0008488,25.0003338,matrix(0.4880793 -0.8727993 0.8727993 0.4880793 -1817.6168213 3840.3220215),Education_District_Mega,Mega_Land
Mega_Land_131,2398.635498,3425.714111,25.0012321,25.0004272,matrix(0.4880464 -0.8728177 0.8728177 0.4880464 -1766.5444336 3864.6884766),Education_District_Mega,Mega_Land
Mega_Land_132,2386.434815,3447.53418,24.9985352,24.9997482,matrix(0.4881438 -0.8727632 0.8727632 0.4881438 -1791.8812256 3864.7414551),Education_District_Mega,Mega_Land
Mega_Land_133,2376.816895,3413.511963,24.9992428,24.9995575,matrix(0.4880775 -0.8728003 0.8728003 0.4880775 -1767.0791016 3839.2487793),Education_District_Mega,Mega_Land
Mega_Land_134,2364.614746,3435.332031,25.0005951,24.9993382,matrix(0.4880654 -0.8728071 0.8728071 0.4880654 -1792.364502 3839.8271484),Education_District_Mega,Mega_Land
Mega_Land_135,2308.304688,3428.56665,24.9985886,24.9996777,matrix(0.6384161 -0.7696915 0.7696915 0.6384161 -1809.3939209 3030.5373535),Education_District_Mega,Mega_Land
Mega_Land_136,2289.061035,3412.60669,25.0003109,25.0000572,matrix(0.6384161 -0.7696915 0.7696915 0.6384161 -1804.067749 3009.9555664),Education_District_Mega,Mega_Land
Mega_Land_137,2340.16333,3390.088867,25.001049,25.000349,matrix(0.6383685 -0.7697309 0.7697309 0.6383685 -1768.2806396 3041.4013672),Education_District_Mega,Mega_Land
Mega_Land_138,2324.203857,3409.331787,24.9992924,24.9999332,matrix(0.6384516 -0.769662 0.769662 0.6384516 -1788.8223877 3035.6296387),Education_District_Mega,Mega_Land
Mega_Land_139,2320.921875,3374.128906,24.9992981,24.9995403,matrix(0.6384099 -0.7696965 0.7696965 0.6384099 -1762.9343262 3020.5979004),Education_District_Mega,Mega_Land
Mega_Land_140,2304.961182,3393.371582,25.000761,24.9995403,matrix(0.6383845 -0.7697176 0.7697176 0.6383845 -1783.5291748 3015.4067383),Education_District_Mega,Mega_Land
Mega_Land_141,2250.867432,3371.79541,24.9976082,24.9998512,matrix(0.8239381 -0.5666798 0.5666798 0.8239381 -1519.3192139 1878.4490967),Education_District_Mega,Mega_Land
Mega_Land_142,2236.697266,3351.198242,25.0001144,25.0000896,matrix(0.8239155 -0.5667127 0.5667127 0.8239155 -1510.2016602 1866.9438477),Education_District_Mega,Mega_Land
Mega_Land_143,2292,3343.449219,25.001709,24.999752,matrix(0.823862 -0.5667905 0.5667905 0.823862 -1496.2098389 1897.2797852),Education_District_Mega,Mega_Land
Mega_Land_144,2271.404053,3357.618164,24.9989777,24.9993267,matrix(0.823927 -0.5666959 0.5666959 0.823927 -1507.6982422 1887.6651611),Education_District_Mega,Mega_Land
Mega_Land_145,2277.833252,3322.851563,24.9992905,24.9997787,matrix(0.8238775 -0.566768 0.566768 0.8238775 -1486.9912109 1885.5179443),Education_District_Mega,Mega_Land
Mega_Land_146,2257.235352,3337.020508,25.0008202,24.9998074,matrix(0.8238922 -0.5667465 0.5667465 0.8238922 -1498.6108398 1876.2410889),Education_District_Mega,Mega_Land
Mega_Land_147,2257.329346,3286.142334,25.0013351,25.0001678,matrix(0.9255385 -0.3786534 0.3786534 0.9255385 -1080.0273438 1105.1005859),Education_District_Mega,Mega_Land
Mega_Land_148,2234.190674,3295.608154,24.9996529,24.999052,matrix(0.9255938 -0.3785184 0.3785184 0.9255938 -1085.0117188 1096.557373),Education_District_Mega,Mega_Land
Mega_Land_149,2247.865479,3263.003174,24.9994297,24.9998837,matrix(0.9255546 -0.3786142 0.3786142 0.9255546 -1071.8780518 1099.6524658),Education_District_Mega,Mega_Land
Mega_Land_150,2224.726074,3272.469238,25.0008068,24.9996643,matrix(0.925544 -0.3786402 0.3786402 0.925544 -1077.2462158 1091.6895752),Education_District_Mega,Mega_Land
Mega_Land_151,3196.064453,2750.106934,25,24.9999695,,Creative_District_Mega,Mega_Land
Mega_Land_152,3221.064453,2750.106934,25,24.9999695,,Creative_District_Mega,Mega_Land
Mega_Land_153,3196.064453,2775.106934,25,25,,Creative_District_Mega,Mega_Land
Mega_Land_154,3221.064453,2775.106934,25,25,,Creative_District_Mega,Mega_Land
Mega_Land_155,3039.329102,2956.860352,25.0000782,25.0000782,matrix(0.7071068 -0.7071068 0.7071068 0.7071068 -1205.7947998 3027.6745605),Creative_District_Mega,Mega_Land
Mega_Land_156,3057.006836,2939.182617,24.9999371,24.9999371,matrix(0.7070968 -0.7071168 0.7071168 0.7070968 -1188.1159668 3035.0571289),Creative_District_Mega,Mega_Land
Mega_Land_157,3057.006836,2974.538086,24.9999008,24.9999008,matrix(0.7070988 -0.7071148 0.7071148 0.7070988 -1213.1165771 3045.4006348),Creative_District_Mega,Mega_Land
